,sentences,target
10,"From: jgreen@trumpet.calpoly.edu (James Thomas Green)
Subject: Re: Internet resources
Article-I.D.: zeus.1993May01.025847.161835
Distribution: sci
Organization: California Polytechnic State University, San Luis Obispo
Lines: 16

STK1203@VAX003.STOCKTON.EDU Pontificated: 
>I am taking a course entitled ""Exploring Science Using Internet"".
>For our final project, we are to find a compendium of Internet resources 
>dealing with a science-related topic. I chose Astronomy. Anyway, I was 
>wondering if anyone out there knew of any interesting resources on Internet
>that provide information on Astronomy, space, NASA, or anything like that.
>

One of the sci.space FAQ postings deal with this.  It's archived
somewhere.  Perhaps someone can post where it is (I don'
remember).  


/~~~(-: James T. Green :-)~~~~(-: jgreen@oboe.calpoly.edu :-)~~~\ 
|I didn't do it! Nobody saw me do it! You can't prove anything!	|
|                                   <Bart Simpson> 		| 
",1
11,"From: henry@zoo.toronto.edu (Henry Spencer)
Subject: Re: Why not give $1 billion to first year-lo
Organization: U of Toronto Zoology
Lines: 16

In article <C5szvL.I48@oakhill.sps.mot.com> dong@oakhill.sps.mot.com writes:
>>I'd be inclined to make the prize somewhat larger, but $1G might be enough.
>
>this all sounds like that Indecent Proposal movie.  wouldn't there be
>a lot of people that would try this with little hope of working just
>to get the dough?  if you have a 1:100 chance and it costs you $10Mil,
>then you might pay some stooge a few grand to be your lucky hero.
>just send up a few dozen and 1 is bound to survive enough to make YOU
>rich.

Any prize like this is going to need to be worded carefully enough that
you cannot get it without demonstrating sustained and reliable capability,
rather than a lucky one-shot.  It can be done.
-- 
All work is one man's work.             | Henry Spencer @ U of Toronto Zoology
                    - Kipling           |  henry@zoo.toronto.edu  utzoo!henry
",1
12,"Subject: Re: Math?? (Was US govt & Technolgy Investment
From: kubo@zariski.harvard.edu (Tal Kubo)
Organization: Dept. of Math, Harvard Univ.
Keywords: science?
Nntp-Posting-Host: zariski.harvard.edu
Lines: 14


>greg mccolm suggested that math is a good example of the inertia
>(silver age) of current science.....
>
>is math really a science? what new has math ""told"" us recently?
>please dont flame me... ive taken no math since 11th grade...
>completed BC calc early and go the hell out... is there really
>NEW stuff going on?? (im not flaming, but honestly durious...)


Nope.  We're just living off the inheritance from our forefathers,
reading dusty old books, and exchanging baroque incantations among
a small circle of devotees.

",1
13,"From: Mamatha Devineni Ratnam <mr47+@andrew.cmu.edu>
Subject: Real FAns
Organization: Post Office, Carnegie Mellon, Pittsburgh, PA
Lines: 19
NNTP-Posting-Host: po5.andrew.cmu.edu



There was a discussion about how real fans were ones who respect their teams
no matter ow bad they are. That's bullshit. Anyone who would follow the
Pens or the Pirates in parts of the early eighties on a devoted basis are
losers. It's OK to follow and be concerned about your home team. But
to  give them respect even when it is clear the management and the players suck
should not be required of a true fan.A  true fan would follow the team in
troubled times to the extent that they could discuss how to improve the team.

When I visit PIttsburgh, I'll refuse to go to a Pirates game since I think
the management has given PIttsburgh a team which could have been much better
even if they couldn't sign Barry Bonds. Lert's say the Pens start doing to
their own team what the Oilers have done this year and what the Whalers have
done in recent years, I would be hard pressed to show much enthusiasm for the
team. I'll still follow it and bitch about it. But I won't waste my
money on mediocre teams.

-P{ravin Ratnam
",0
14,"From: yatrou@INRS-Telecom.Uquebec.CA (Paul Yatrou)
Subject: Re: Stewart homered the Wings!!
Organization: Bell-Northern Research Montreal, Canada.
Lines: 25

In <andy.bgsu.edu-250493225109@m248-100.bgsu.edu> andy.bgsu.edu (Ryan ) writes:

>  Paul Stewart called *the* single worst game I've seen this year.
> Federov's major was obvious, and I don't dispute it.  
>However, Chaisson's penalty shouldn't even have been a penalty, let alone
> a major and a game misconduct.
>

I don't ""notice"" refs and linesmen until the playoffs come around, and
yes I have to agree that Stewart called the *two* worst games I've seen
so far (Mtl-Quebec game 1, and last nights Toronto-Detroit game).

What's the scoop on this guy? Is he the latest incarnation of
KERRY FRASER??? Just because you are boneheadedly stubborn doesn't
make you a good ref!!! Making the right call does...

My votes for:
Best Ref: Van Hellemond
Most Improved: Koharski
Worst: Paul Stewart

(Oops, I don't really want to start a best/worst ref thread so don't
follow up ;-)

Paul Yatrou.
",0
15,"Subject: Re: Ranger Fans?????
From: kwolfer@eagle.wesleyan.edu
Organization: Wesleyan University
Nntp-Posting-Host: willet.wesleyan.edu
Lines: 75


In article <1993Apr22.171734.9534@alleg.edu>, ballb@reis56.alleg.edu (Brett Ball) writes:
> In article <1993Apr22.101356.1@eagle.wesleyan.edu>  writes:
>> I for one am happy about the Ranger's hiring of Keenan.  It's too bad  
> that they
>> didn't hire him when Smith fired Nielsen, maybe he could of staightened  
> out the
>> babies on this team and made the playoffs.  What this team needs is a  
> little
>> fire under their butts!!
>> 
>> Reading through most of these hockey news I don't see many Ranger fans  
> writing.   
>> I'm new to this system and a big hockey fan and a long suffering(1940)  
> Ranger
>> fan.  But remember suffering builds character!!
>> 
>> I have some final questions about the way the team was handled in that  
> last
>> dreadful stretch.
>> 
>> 1. Knowing they needed offensive help from the blueline, why didn't we  
> see Mike
>> Hurlbut, who played pretty well when he was called up when Leetch first  
> went
>> down?
>> 
>> 2. Why????!!!!! is Joe Kocur playing every night?  He is not Bob Probert  
> who is
>> tough but also can play.
>> 
>> 3. How come Paul Broten is relegated to street clothes for the end of  
> the
>> season.  At least he plays with some heart and character, draws  
> penalties and
>> plays 110% when he's on the ice.  Was he in the doghouse for some  
> reason?
>> 
>> 4. Joe Cirella?????!!!!  Enough said!
>> 
>> Ranger fans may be suffering but we're some of the most loyal, unlike  
> Islander
>> fans who only show up when the team wins.
>> 
>> As far as the Stanley Cup goes I think there's only one team that can  
> test
>> Pittsburgh and that's Detroit.  This would be the most entertaining and  
> hard
>> fought series.  Mario is amazing!
>> 
>> Kurt
> 
> I think Joe Kocus should play every night.   He is a big physical guy, and  
> he gets the fans into the game with some big hits.  (both checks and  
> fists)  Its a big advantage to get the crowd going.  Plus, he helps  
> protect the other players.  Notice there are very few fights when Kocur is  
> on the ice unless he is it.  I have seen people start to go after essa  
> Tikkanen, only to go slinking away when Kocur steps in.  I think he is big  
> asset, but should be third line, and special situation only play.
>> 
>> 
>> 
>>This is fast becoming a game without the goons.  I admit Kocur may get the
fans into the game but surely they would rather see Broten taking a pass from
Kovalev and scoring a breakaway goal to put the Rangers up 3 (magic #) goals in
the third period, rather than seeing Kocur take another stupid penalty and the
Rangers giving up another powerplay goal! 

The Rangers need another top flight center who can take the pressure off
Messier and the first line.  Nemchinov is a perfect third line center.

So who goes Beezer or Richter?

Kurt
 
",0
16,"From: apryan@vax1.tcd.ie
Subject: URGENT EMAIL: NASA BUDGET?
Lines: 13
Nntp-Posting-Host: vax1.tcd.ie
Organization: Trinity College Dublin
Lines: 13

What is NASA's annual budget?
This year will do, a few years back wpuld be nice too
but I need this item fast so emails off the top of your head very
much appreciated (FAQs vanish here!).

-Tony Ryan, ""Astronomy & Space"", new International magazine, available from:
              Astronomy Ireland, P.O.Box 2888, Dublin 1, Ireland.
6 issues (one year sub.): UK 10.00 pounds, US$20 surface (add US$8 airmail).
ACCESS/VISA/MASTERCARD accepted (give number, expiration date, name&address).

  (WORLD'S LARGEST ASTRO. SOC. per capita - unless you know better? 0.034%)
                             up another notch as of end April 1993!-----^
Tel: 0891-88-1950 (UK/N.Ireland) 1550-111-442 (Eire). Cost up to 48p per min
",1
17,"From: lli+@cs.cmu.edu (Lori Iannamico)
Subject: Pens playoff radio coverage (was:Re: Radio stations)
Keywords: KDKA, WDVE, KBL
Nntp-Posting-Host: lli.mach.cs.cmu.edu
Organization: School of Computer Science, Carnegie Mellon
Lines: 42

In article <ragraca.735252641@vela.acs.oakland.edu> ragraca@vela.acs.oakland.edu (Randy A. Graca) writes:
>greanias@texas.mitre.org (Steve Greanias) writes:
>
>I can give you a couple.  In Detroit, WJR (760) will be broadcasting
>at least the first couple of games of the Wings-Toronto series, and 
>since they broadcast at 50000 Watts, you may be able to pick it up
>after dark where you are at.  The Pittsburgh Penguins games used to be
>broadcast on KDKA 1020, but I don't know whether they will be pre-empted
>by baseball (and moved to another station) or not.  You can try those
>if the local baseball teams aren't playing at the same time, anyway.

According to this morning's Post-Gazette:

The Pens will be carried by KDKA-Radio(1020 am), unless the Pirates
are playing.  When the Pirates play, the games will be carried by 
WDVE(102.5 fm).  WDVE will carry 12 games, starting with tonight's
game.

In fact, after this season, KDKA will no longer be the flagship
station for the Pens.  The Penguins and KBL have struck a new 
deal regarding the TV and radio rights to the games.  It seems
more than likely that WDVE will be the flagship radio station next 
season.  KBL will carry 62 games on tv,  with 17 of the games to be 
simulcast on KDKA-TV.  The remaining 22 games, as well as some of the 
early round playoff games, will be available by ""subscription tv"" only.
To receive the games, you'll have to pay a one time hook up fee, and
then a monthly fee of $11-12 dollars.

Also, under the new deal, there will no longer be radio/tv 
simulcasts.  There will be a TV broadcast team, and a radio
broadcast team.  

No word on who the announcers will be.  Mike Lange and Paul Steigerwald
are both under contract with KDKA, but their contracts expire at the
end of this season.  KBL President Bill Craig said he'd like to hire
Lange and Steigerwald.

Lori
Contact for the Penguins
lli+@cs.cmu.edu


",0
18,"From: golchowy@alchemy.chem.utoronto.ca (Gerald Olchowy)
Subject: Re: If You Were Pat Burns ...
Keywords: Leaf Wings
Organization: University of Toronto Chemistry Department
Lines: 20

In article <1r1chb$5l2@jethro.Corp.Sun.COM> jake@rambler.Eng.Sun.COM writes:
>
>
>What are the Leafs to do?  I am a Leaf supporter and
>I say the Leafs are going down in four unless there
>is nothing short of a miracle or a stroke of genenius hits
>Pat Burns.
>
>If you were Pat Burns what would you do?
>

Pray for the Wings to become lazy and overconfident...the Wings
can only lose the series...Toronto cannot win it.  Take away
Doug Gilmour and the Leafs are an old Tampa Bay.

The Leafs deserve a lot of credit for their diligent effort
during the regular season...but if Detroit puts in a reasonable
effort, this is not a contest.

Gerald
",0
19,"From: vzhivov@superior.carleton.ca (Vladimir Zhivov)
Subject: Flames Truly Brutal in Loss
Organization: Carleton University
Lines: 28

As the subject suggests the Flames were not impressive this afternoon,
dropping a 6-3 decision to the LA Kings. Most of the Flames neglected
to show up, especially in their own zone, as the Kings hit at least
five posts! The Flames best line was probably
Skrudland-Paslawski-Berube (which tells how bad the Flames were). Gary
Suter scored a great goal (in fact all three Flame goals were scored
by D-men - Yawney and Dahlquist getting the others), but also made
some bonehead plays. For the Kings, Pat Conacher was especially
impressive. 

The games was VERY chippy, as Dan Mirouelli lost control early and
never recovered it; there were high-sticks, cross-checks, punches,
hits from behind. Fleury got a game misconduct for rubbing out Warren
Rychel from behind. Flames dominated the game physically, but failed
to take advantage due to horrendous defensive lapses (I don't think
Vernon can be blamed for any of the goals). Calgary went with 7 D-men,
as Roger Johansson played LW; he looked lost IMHO - I hope King
inserts Chris Lindbergh, Paul Kruse, or Sergei Makarov for Wednesday's
game. Gretzky left the game in the 2nd period with a charley-horse; no
idea how serious - he didn't return.

I still think the Flames should win this series, but they better
buckle down.

- Vlad the Impaler

",0
20,"From: bobo@thejester.cray.com (Bob Kierski)
Subject: Philosophy Quest.  How Boldly?
Originator: bobo@thejester.cray.com
Lines: 21
Nntp-Posting-Host: thejester
Organization: Cray Research, Inc.



There are a number of Philosophical questions that I would like to ask:

1)  If we encounter a life form during our space exploration, how do we
determine if we should capture it, imprison it, and then discect it?

2)  If we encounter a civilization that is suffering economicly, will
we expend resources from earth to help them?

3)  With all of the deseases we currently have that are deadly and undetectable,
what will be done to ensure that more new deadly deseases aren't brought
back, or that our deseases don't destroy life elsewhere?



-- 
Have a day,

  @   @
   ( )     bobo
",1
21,"From: brian@quake.sylmar.ca.us
Subject: Re: U.S. Government and Science and Technolgy Investment
Organization: Quake Public Access, San Fernando Valley, CA (818)362-6092
Lines: 46

In article <pgf.737329707@srl03.cacs.usl.edu> pgf@srl03.cacs.usl.edu (Phil G. Fraering) writes:
>mccolm@darwin.math.usf.edu. (Gregory McColm) writes:
>>In article <C6z3sw.1As@rice.edu> conor@owlnet.rice.edu (Conor Frederick Prischmann) writes:
>>>In article <1srfii$79k@suntan.eng.usf.edu> mccolm@darwin.math.usf.edu. (Gregory McColm) writes:

>>>Huh?  Please state your criteria for selecting the ""greatest philosopher""
>>>title.  P.S. Ever read any Nietzsche?

>>Greatest = most likely to be remembered five hundred years hence.
>>I must admit that that makes many of my personal favorites not 
>>that great.  I make no comment on Nietzche except to remark that 
>>he was no Immanuel Kant.  Interpret that cryptic remark as you 
>>please.

>Some people have appended that remark, that Nietzche was no Kant,
>with ""thankfully."" I haven't read enough of either to comment, although
>everyone tells me I should read Nietzche.

I would have to say that the ""greatest philosopher"" title would have to
go to Plato since the whole enterprise of philosophy was essentially
defined by him.  Although he got most of his answers wrong, he did 
definitively identify what the important questions are.  I think it
was Descartes who said that ""All philosophy is just a footnote to Plato.""

If I were to choose which philosopher made the most important advances
in human knowledge over his lifetime, that's simple...it is Aristotle.
This is so much the case that many simply refer to him as ""the philosopher"".

Regarding Nietzsche, he's one of the most entertaining, although since his
ideas were so fragmented (and since his life was cut short) it is doubtful
that his influence as a philosopher is likely to be very extensive 500 years
from now.  They'll probably still be reading him in 500 years though.

As for ""modern"" philosophers, I would have to say that Kant was the most
influential since he had such a strong influence on almost everyone who
came after him (and unfortunately, they maintained his errors and 
amplified them over time).

I would say that the most influential ""american"" philosopher would have to
be Dewey.

But as to the question of what philosopher will be most highly regarded in
500 years, it may very well be Ayn Rand (who in every important respect
was ""American"", but was born in Russia).  But I guess that remains to be seen.

--Brian
",1
22,"From: umturne4@ccu.umanitoba.ca (Daryl Turner)
Subject: Re: NHL Team Captains
Nntp-Posting-Host: ccu.umanitoba.ca
Organization: University of Manitoba, Winnipeg, Manitoba, Canada
Lines: 30

In article <1993Apr20.113953.18879@jarvis.csri.toronto.edu> leunggm@odin.control.utoronto.ca (Gary Leung) writes:
>In article <1993Apr20.151818.4319@samba.oit.unc.edu> Scott.Marks@launchpad.unc.edu (Scott Marks) writes:
>>>And of course, Mike Ramsey was (at one time) the captain in Buffalo prior to
>>>being traded to Pittsburgh.  Currently, the Penguins have 3 former captains
>>>and 1 real captain (Lemieux) playing for them.  They rotate the A's during the
>>>season (and even the C while Mario was out).  Even Troy Loney has worn the C
>>>for the Pens.
>>
>
>I think that Mike Foligno was the captain of the Sabres when he
>got traded to the Leafs. Also, wasn't Rick Vaive the captain of
>the Leafs when he got traded to Chicago (with Steve Thomas for
>Ed Olcyzk and someone). Speaking of the Leafs, I believe that
>Darryl Sittler was their captain (he'd torn the ""C"" off his
>jersey but I think he re-claimed the captaincy later on) when he
>was traded to the Flyers.
>
>Oh yeah, of course, Gretzky was the captain of the Oilers before
>he was traded wasn't he? 

Dale Hawerchuk and Troy Murray were both captains of the Jets
when they were traded.  (Murray this year in mid-season, Hawerchuk
a few years ago in the off-season.)

Daryl Turner : r.s.h contact for the Winnipeg Jets 
Internet: umturne4@ccu.umanitoba.ca  
FidoNET: 1:348/701 -or- 1:348/4  (please route through 348/700)
Tkachuk over to Zhamnov, up to Sel{nne, he shoots, he scores! 
The Jets win the Cup!  The Jets win the Cup!
Essensa for Vezina!  Housley for Norris!  Sel{nne for Calder!
",0
23,"From: kfrank@magnus.acs.ohio-state.edu (Kevin D Frank)
Subject: Re: Area-code for Edmonton, Alberta, CANADA...
Nntp-Posting-Host: bottom.magnus.acs.ohio-state.edu
Organization: The Ohio State University
Distribution: na
Lines: 13

Believe it or not, we DO have phone books, but the current information does
not include an area code for Edmonton Alberta.

I would not be so hostile towards others for asking simple questions...

""I would rather appear stupid than open my moutha nd remove all doubt.""
							-Mark Twain

-- 
	""If you assult someone you get 5 years--In hockey, 5 minutes.
			Is this a great sport or what?!""

Kevin D. Frank					kfrank@magnus.acs.ohio-state.edu
",0
24,"From: dchhabra@stpl.ists.ca (Deepak Chhabra)
Subject: Re: Vlad's Playoff Picks
Nntp-Posting-Host: stpl.ists.ca
Organization: Solar Terresterial Physics Laboratory, ISTS
Lines: 156

In article <vzhivov.734637613@cunews> vzhivov@alfred.carleton.ca (Vladimir Zhivov) writes:

Wales Conference, Adams Division, Semifinal
>Boston vs. Buffalo:
>The Bruins are playing some excellent hockey, and with Cam Neely back
>and Moog his old self again this should be a cake-walk.  BRUINS IN 5.

I'm hoping for a Fuhr miracle, but I agree that Boston will likely win the
series.  Goaltending is about equal, top offensive players are about equal
(Mogilny-LaFontaine vs. Oates-Juneau), but Buffalo has no answer to Neely
(not to imply that Neely is not a top offensive player btw, in fact he's one
of my favourites even though he's a damn Bruin :) ).  And the rest of the
matchup wrt lineup favours Boston anyway.  But I think it will go six.

>Quebec vs. Montreal:
>This one is very tough to call. Montreal certainly has the experience
>factor, but Quebec is more talented IMHO. It'll come down to the
>goalies.  I'll go with experience and Roy. CANADIENS IN 7.

Agreed here...but Montreal will be pushed to the limit.  Is it just me, or
does everything Montreal does in the playoffs come down to Roy?  Go Habs!!

Final
>Boston vs. Montreal:
>Will Bruin domination continue in this rivalry? Yes. Moog has
>consistently outperformed Roy in the playoffs (after 1986)..[other stuff]
> Bruins in five.

I can't predict a Montreal victory because I've been watching them play for
6 weeks and IMO they severly need some tougher players, especially to play
in the Garden.  Last time they beat the B's 5-2 but Boston had a clear
territorial advantage; the victory was Roy's.  At the same time, I can't
bring myself to predict the possibility of a loss, so I'll just say I will
not be putting money on this series. :-)

>Patrick Division, semifinal

>Pittsburgh vs. NY Islanders:
>What can I say? The Pens are flying high and have the most talent in
>the league. 

Agreed.  NY doesn't have the goaltending to stop the onslaught, independent
of the trouble they have given Pittsburgh this year.  Pens in five, which is
credit to NY.

>Washington vs. New Jersey:
>CAPITALS IN 5.

Agreed here too, but I think it will go at least six.  Jersey has a decent
team, and Washington has done poorly against the division this year.

>Pittsburgh vs. Washington:
>If the Caps had Bill Ranford I might see an upset, but Don Beaupre
>just doesn't inspire my hopes.  PENGUINS IN 6.

I think they will use Tabaracci more after Beaupre gets shelled.  I don't
think it will go six either...*maybe* five.

>CONFERENCE FINAL:
>Pittsburgh vs. Boston:
>A replay of last year. The Penguins are just as good as 12 months ago,
>and the Bruins are much improved. But... PENGUINS IN 6.

If Pittsburgh plays Boston, IMO they win in likely five, possibly six.  They
own the Bruins.  If they play Montreal, I think it will go to seven, and once
again I won't be putting money on the seventh game.  I say seven because the
Habs have played Pittsburgh very tough this season.

>Campbell Conference, Norris Division, semifinal

>Chicago vs. St. Louis (or Minnesota):
> BLACKHAWKS IN 5.

Chicago will win, but I think in at least six.  Chicago is not that good,
IMO.  And remember that they take ridiculous numbers of penalties.

>Detroit vs. Toronto:
>The Leafs have had an excellent season, but they've been playing
>playoff hockey all year - the Habs under Burns were the same way and
>always wilted in the playoffs.  RED WINGS IN 5.

Very true.  The Leafs have much to be proud of, but they will soon find out
why Montreal did so lousy in the playoffs.  Toronto might win two or three 
at MLG though.  Wings in six, maybe even seven.

>FINAL:
>Chicago vs. Detroit:
> This will be a war. Fedorov will win it in OT. RED WINGS IN 7.

It _will_ be a war...possibly the most intense playoff series of them all. 
And yes, I think Detroit will win.  Probert will have to come up big though.

>Smythe Division SEMI-FINALS:

>Vancouver vs. Winnipeg:
> CANUCKS IN 7.

Our first disagreement.  Canucks are playing like shit.  They don't use their
size *at* *all*, which may explain why they get hammered 8-1 by a team
chasing them (Calgary)....Winnipeg in six.

>Calgary vs. Los Angeles:
>This would have been tough to call, except for three things. 1/ The
>Kings don't have a goalie; 2/ Gary Roberts will be back; 3/ the Kings
>shot themselves in the foot by trading a proven winner (Paul Coffey)
>for a proven loser (Jimmy Carson). Gretzky is just too weary to carry
>this group. FLAMES IN 5.

This is also tough for me to call, because I haven't seen the Smythe enough. 
I don't think Roberts will be well enough to figure in, Coffey is a
non-issue, who cares what Carson has done before, and *never* underestimate
Gretzky.  LA in six.

>FINAL:
>Vancouver vs. Calgary:
> FLAMES IN 6.

If it is these two, Calgary will not need six games.  But I think it will be
LA-Winnipeg anyway, and LA in seven, because of home ice.

>COFERENCE FINAL:
>Detroit vs. Calgary:
> RED WINGS IN 7.

Wow, must've been tough to go against your team.  But let's see, I picked
LA-Detroit.  Detroit will win, probably in six.

>STANLEY CUP FINAL:
>Pittsburgh vs. Detroit:
>Three in a row and official 'dynasty' status for the Pens? Or can the
>Wings complete a dream season? Well, the Wings are better in goal (not
>sufficiently so though IMHO) and have better D-men. However, Mario and
>the boys can sure score. Look for Jagr to shine in the playoffs,
>though I sure would love to see Probert beat some sense into him. The
>Pens are just too much, especially since Detroit will have a tougher
>battle to get here. PENGUINS IN 5.

If Pittsburgh plays Detroit, it will go longer than five, and I wouldn't bet
against the Wings.  They are very strong, IMO, and nobody knows *how* strong
because they've been underachieving most of the year.  If forced to choose,
though, I'd have to take the Penguins.

A side note.  Vlad, last week you said that Selanne was a better player than
Gilmour.  NO WAY.  He is a more talented pure goal scorer...but aside from
the age difference, there is no way I would take him over Gilmour on my team.
I'm not asking for flames, either, btw....I've spent more than enough time
arguing on behalf of Selanne and I still say he's a great player.  But while
he and Gilmour are both dangerous offensively (give Teemu an edge),
Gilmour *does* *it* *all*.  I know a lot of Gilmour-bashing goes on, esp.
from Flame fans.  But IMO you guys are letting your dislike of Gilmour cloud
your judgement when it comes to his skill.  He is easily one of the best
all-round players in the NHL.



dchhabra@stpl.ists.ca
",0
